Fecha,IF_Score_Raw,IF_Score_Norm,AE_Error_Raw,AE_Error_Norm,Score_Raw,EWS_Score,EWS_Umbral,EWS_Umbral_Hi,EWS_Umbral_Lo,Alerta,Nivel_Alerta,Regimen
2018-03-01,-0.4845515911665632,0.25230682661335496,0.8397628222313287,0.053104595641167276,0.21246638041891744,0.27574056924843077,0.43343319260389307,0.4761939713493869,0.39067241385839924,0,0.0,0.0
2018-04-01,-0.5113875565263385,0.4010930067611012,1.08463997471697,0.0747279953623513,0.3358200044813513,0.305780286864891,0.42481311122197624,0.46595452217701816,0.3836717002669343,0,0.0,1.0
2018-05-01,-0.49537341557024783,0.3123060811088668,0.9410514118363978,0.06204868714988328,0.2622546023170701,0.28401744459098055,0.41743417335076866,0.45735759501349327,0.37751075168804404,0,0.0,0.0
2018-06-01,-0.5348284290254741,0.5310558320859714,1.760376333866443,0.13439757764762963,0.4517241811983031,0.36787081289464185,0.41778852375862263,0.45777871683986604,0.3777983306773792,0,1.0,1.0
2018-07-01,-0.48699570559000116,0.26585768807975196,0.5836926516712148,0.030492818272440363,0.21878471411828965,0.2933277635064657,0.4177496664146785,0.4577408595981727,0.3777584732311843,0,0.0,0.0
2018-08-01,-0.47446765699912824,0.19639864423498285,0.4453087247013161,0.018273095291004942,0.16077353444618728,0.22705064897632649,0.41654658935899197,0.456940637609733,0.3761525411082509,0,0.0,0.0
2018-09-01,-0.5400937587850687,0.5602483091087131,1.018624413473296,0.06889861988121503,0.46197837126321356,0.34451451011977,0.4185060603185872,0.45910738006502916,0.37790474057214535,0,0.0,1.0
2018-10-01,-0.4814929152453962,0.23534866242886612,0.4201164450622182,0.016048540133471404,0.1914886379697872,0.26800157404477865,0.41863299530879294,0.45914010321812165,0.3781258873994643,0,0.0,0.0
2018-11-01,-0.47833694085535716,0.21785104802063388,0.43848100988640293,0.017670187240472236,0.17781487586460154,0.2229082249546901,0.418750112858817,0.45946408087693025,0.37803614484070386,0,0.0,0.0
2018-12-01,-0.5210563067660939,0.4546992920461506,0.7391998234737217,0.04422457601816806,0.37260434884055416,0.2977562868976221,0.4167467709273908,0.4572401329673389,0.37625340888744274,0,0.0,1.0
2019-01-01,-0.532056662408775,0.5156883742125218,0.7748894781095574,0.047376081416969744,0.42202591565341135,0.3598911012755167,0.40736072071952345,0.4456745055857253,0.3690469358533216,0,1.0,1.0
2019-02-01,-0.49378626860916697,0.3035064895716722,0.49075036187041154,0.022285730502246137,0.247262337757787,0.3035767195166519,0.3996893490081861,0.4364987248248515,0.36287997319152066,0,0.0,1.0
2019-03-01,-0.5025640787707584,0.35217315113931824,0.6003045379593875,0.03195969851702782,0.2881304606148602,0.29585359006575607,0.3898711591865066,0.42465204651468713,0.35509027185832603,0,0.0,0.0
2019-04-01,-0.47311652414263167,0.18890758162944066,0.4917673267982093,0.022375531608282297,0.155601171625209,0.22572738084548255,0.3826618036440008,0.4165724746713053,0.3487511326166964,0,0.0,0.0
2019-05-01,-0.49620075607284814,0.31689309079579714,0.8716139213428975,0.05591714487517099,0.26469790161167195,0.24521264122857725,0.3691141737599669,0.40030444169289847,0.3379239058270353,0,0.0,0.0
2019-06-01,-0.4795652422014735,0.22466109800053577,0.5529524739832937,0.02777836678973164,0.18528455175837494,0.2152485964934761,0.361174637856124,0.391292537971639,0.3310567377406091,0,0.0,0.0
2019-07-01,-0.46000925143830296,0.11623715551706254,0.4809543148061207,0.021420709657269135,0.09727386634510386,0.15626123141929,0.35513663018883806,0.38529284892507315,0.324980411452603,0,0.0,0.0
2019-08-01,-0.5065929684456275,0.37451045471398253,0.8395231485994139,0.05308343172818921,0.3102250501168239,0.23324314076805694,0.35258417088582317,0.3825975516505444,0.32257079012110196,0,0.0,0.0
2019-09-01,-0.4885584152117435,0.274521792097701,0.7035942858141591,0.04108049840502471,0.22783353335916576,0.23053833706361135,0.3508533132718475,0.38086657061617035,0.3208400559275246,0,0.0,0.0
2019-10-01,-0.5049331538373227,0.36530797319292413,0.8124971460192169,0.05069695323999454,0.30238576920233823,0.2664620531329748,0.35111079045517923,0.3811262091963229,0.32109537171403557,0,0.0,0.0
2019-11-01,-0.48002403487999956,0.22720477433945233,0.48195526684373524,0.0215090967762444,0.18606563882681074,0.22626384597989274,0.3510212129394181,0.3808222285910522,0.32122019728778406,0,0.0,0.0
2019-12-01,-0.5241518449500105,0.4718618310385732,0.6084279781141088,0.03267702306851677,0.38402486944456193,0.30514435771222737,0.3527170527821013,0.3827353829216233,0.32269872264257926,0,0.0,1.0
2020-01-01,-0.4940733839866359,0.3050983384096989,0.7745471566245455,0.04734585338536931,0.253547841404833,0.2793460995585302,0.35071722999827076,0.3804148686989354,0.3210195912976061,0,0.0,0.0
2020-02-01,-0.4971566266080095,0.32219270732666433,0.6220025805865459,0.033875701884968995,0.26452930623832527,0.2719377028984277,0.34813278644194756,0.37741742828042585,0.3188481446034692,0,0.0,0.0
2020-03-01,-0.6011256910425735,0.8986265990599039,4.338283463960763,0.36203464281396197,0.7913082078107156,0.5316229553545717,0.3765915470941595,0.41336422828973307,0.33981886589858595,0,2.0,2.0
2020-04-01,-0.6194100029628299,0.9999999944557172,11.563009549819032,0.999999999911697,0.9999999955469132,0.7658114754507425,0.4451192758599217,0.5005819997604293,0.3896565519594142,1,3.0,3.0
2020-05-01,-0.5968158538867331,0.8747316432094432,5.931916822639976,0.5027573307983146,0.8003367807272175,0.7830741280889799,0.502151841194171,0.5716165478146983,0.4326871345736436,1,3.0,3.0
