Fecha,RIN_Millones_USD,Tipo_Cambio_PEN,IPC_Indice,PBI_Mensual_Indice,Exportaciones_MM,M2_Soles_MM
2017-09-01,64360.0,3.24616666666667,-0.0157699757397503,164.031144172963,4389.60869030422,344195.166866
2017-10-01,63560.0,3.25104545454545,-0.469245219484567,164.678532418408,3973.0837456225,348784.209531
2017-11-01,62983.0,3.24052380952381,-0.197237337488294,161.814653737277,4213.0952284168,352487.378128
2017-12-01,63621.0,3.24618421052632,0.156851858043552,178.490146851098,4584.43652620555,360722.887608
2018-01-01,64290.0,3.21516666666667,0.127417107488591,154.878571052228,4094.85510117907,367253.835083
2018-02-01,61885.0,3.248375,0.250220520720826,151.721683761965,3660.11155338847,366457.62015
2018-03-01,62032.0,3.2519,0.487124356837782,161.648663902101,4191.54860442986,367157.596203
2018-04-01,60190.0,3.230625,-0.137073083858309,169.583314802061,3806.36871328922,366314.035804
2018-05-01,60065.0,3.27361363636364,0.0184551804113629,174.286488945202,4241.10223906178,365719.43789
2018-06-01,59079.0,3.27095,0.334058214668909,165.553434285161,4540.4346431704,365063.982982
2018-07-01,60797.0,3.27659523809524,0.382785985925354,166.486346217518,4097.84341782518,372670.632199
2018-08-01,60275.0,3.28807142857143,0.131767259402052,166.321564673298,4058.56703302628,374234.797761
2018-09-01,57941.0,3.311325,0.191681610790045,167.951906873542,3887.63064283035,374186.236839
2018-10-01,58492.0,3.33390909090909,0.0816835303769421,171.404720851336,3989.18686341575,371748.006764
2018-11-01,59387.0,3.374675,0.122438003210824,170.002534752015,4181.32241906278,379005.571883
2018-12-01,60121.0,3.36402631578947,0.181777270585084,186.895277979967,4323.63250283454,382685.610091
2019-01-01,62379.57584206,3.34386363636364,0.0653322898985492,157.484236923596,3943.29011978039,385552.44
2019-02-01,63254.0,3.321475,0.126761453780625,154.880846702552,3518.75515569498,385600.86
2019-03-01,63091.0,3.30469047619048,0.727552259105356,167.122085957657,3751.8588497924,393353.77
2019-04-01,64882.0,3.303825,0.200080537447719,169.577600190373,3780.81244576584,392686.21
2019-05-01,66309.42386209,3.33236363636364,0.14761382269664,175.488524714574,3699.76083765955,392891.75
2019-06-01,66513.0,3.32565,-0.0862718704256484,170.219820169421,4094.86016340587,396892.83
2019-07-01,66753.0,3.29021428571428,0.203336703292959,173.029854821441,4214.70831919932,403895.51
2019-08-01,68269.0,3.37756,0.0609772736582818,172.500413631276,3928.75294699131,407037.94
2019-09-01,67860.0,3.35735714285714,0.00638299858017871,172.202977149945,3993.75077932362,408094.97
2019-10-01,67986.0,3.3597619047619,0.110725430948253,176.045083015976,4171.48409605791,412480.95
2019-11-01,66771.0,3.3717,0.108910232526761,173.929742506687,4026.94011790636,419151.72
2019-12-01,68316.0,3.35519047619048,0.214521161156722,189.212645230463,4870.17647805275,427724.16
2020-01-01,68399.0,3.32736363636364,0.0538080667322616,162.6849940167,3897.34004411112,432556.45
2020-02-01,67611.0,3.39035,0.142172034360178,161.972415580347,3551.89576976675,430600.67
2020-03-01,68022.0,3.49136363636364,0.645999987966259,137.696983450243,2830.29680771637,416177.85
2020-04-01,73632.0,3.3975,0.104582684852522,102.971603037384,1857.59173521295,425455.2
2020-05-01,73439.0,3.42115,0.204153570879042,118.054718024242,2006.42627015149,450687.69
2020-06-01,71449.71203365,3.47016666666667,-0.266096854987984,139.402900885474,2911.97636054187,456287.39
2020-07-01,74335.72126159,3.51656818181818,0.462688397344215,153.962452382505,3709.10753948105,466977.9
2020-08-01,74667.79874836,3.56392857142857,-0.110238965197723,156.689772597485,3660.8826732131,473952.75
2020-09-01,72353.88923515,3.55490909090909,0.136353971354613,162.099817273771,4342.80842988975,474271.9
2020-10-01,72468.23440979,3.59561363636364,0.0167755516523417,170.316706389585,4681.67981747998,476517.79
2020-11-01,71723.43697814,3.6077619047619,0.520479581391504,170.267892604112,4341.43945538271,487912.76
2020-12-01,74706.91124326,3.60261904761905,0.0487327395330378,191.166998666951,5030.14344095423,501002.207975784
2021-01-01,76473.88390205,3.624575,0.742901704166242,161.068110533387,4508.38332972858,503850.647582862
2021-02-01,76028.82552423,3.645275,-0.125265562868538,155.789280323745,4469.84415803699,504452.651496557
2021-03-01,79921.73039049,3.70815217391304,0.839468767410369,165.062304614065,4616.02346474594,501793.121218694
2021-04-01,77064.07695704,3.69945,-0.104691802721501,164.653055171669,4645.03550347513,491117.940796304
2021-05-01,73069.45597121,3.77354761904762,0.266557522263624,175.435080957009,4951.54527034096,490401.393550755
2021-06-01,71892.37173783,3.91030952380952,0.51967163414861,172.043849320032,4906.89873902972,480157.35024837
2021-07-01,70959.42074358,3.94005,1.00753906510749,174.469086325834,5120.86591778932,479198.885925455
2021-08-01,74424.86332893,4.08619047619048,0.98493531236659,175.51120541743,5588.0278847408,466461.266896377
2021-09-01,76024.34888097,4.10747727272727,0.40042251687241,178.357398048653,5727.44965881981,458917.823280851
2021-10-01,74498.95018051,4.01505,0.58366506925955,178.43288328397,5783.87841705262,458341.590626901
2021-11-01,78218.1872969,4.01959523809524,0.358183580426998,176.6569572038,6236.54311400584,457117.551150837
2021-12-01,78495.49017071,4.03697727272727,0.782835268325123,195.04549279162,6559.40582966514,462237.429988649
2022-01-01,77123.24623511,3.88928571428572,0.0372679999999974,165.994475775521,5503.78023557397,455962.813317582
2022-02-01,76851.1665006,3.7908,0.311455926605271,163.317121435421,5740.68140334332,452105.873111901
2022-03-01,75323.81907783,3.73878260869565,1.48265988924236,171.480145804748,5651.73482831162,451303.199328075
2022-04-01,75969.09242647,3.73973684210526,0.961893177341858,171.309751217314,5273.24527287543,443948.706608323
2022-05-01,76109.33462633,3.75754545454545,0.384024966018986,179.893415469682,4818.35365601083,438269.595536958
2022-06-01,73334.93941785,3.74714285714286,1.19062710636316,178.447332349076,5799.89414931183,435309.331204117
2022-07-01,74090.18264728,3.90218421052632,0.940891085039107,177.946546724919,5138.99860771136,440685.732471186
2022-08-01,73964.72510173,3.87379545454545,0.666542107665968,179.036988819811,5686.96979565426,432477.004161494
2022-09-01,74200.88078222,3.89770454545455,0.522557852684368,182.21844677378,5749.03129260069,430711.906761663
2022-10-01,73827.72275668,3.97871428571429,0.347652348101841,183.100944738552,5601.39157517577,431592.165191939
2022-11-01,73435.05937502,3.87730952380952,0.517639656505263,180.584217432587,5435.23466848411,430437.851768724
2022-12-01,71883.36530405,3.829175,0.793924170395989,197.623021628134,5939.91518436711,435070.415113135
2023-01-01,73281.98323483,3.83278571428571,0.226446521871514,165.119521292751,4857.37353806056,440061.000785347
