Fecha,RIN_Millones_USD_diff12,RIN_Millones_USD_diff1,RIN_Millones_USD_vol12,RIN_Millones_USD_momentum,Tipo_Cambio_PEN_yoy,Tipo_Cambio_PEN_mom,Tipo_Cambio_PEN_vol12,Tipo_Cambio_PEN_momentum,IPC_Indice_yoy,IPC_Indice_mom,IPC_Indice_vol12,IPC_Indice_momentum,PBI_Mensual_Indice_yoy,PBI_Mensual_Indice_mom,PBI_Mensual_Indice_vol12,PBI_Mensual_Indice_momentum,Exportaciones_MM_yoy,Exportaciones_MM_mom,Exportaciones_MM_vol12,Exportaciones_MM_momentum,M2_Soles_MM_yoy,M2_Soles_MM_mom,M2_Soles_MM_vol12,M2_Soles_MM_momentum,Cobertura_RIN_M2,Ratio_Exp_RIN,TC_desviacion_2y,TC_aceleracion,TC_volatilidad_6m,Brecha_MonetariaInflacion,PBI_gap
2006-01-01,1014.0,42.0,4.8391959319119255,1.0902528675227763,3.8272021935006784,-0.9050138430614085,0.9082840882366411,-0.1944897174455828,398.8630220578972,19.174382527785163,239.09066435181154,-0.08082075927418797,7.101701644300773,-6.430525543412202,4.487464538525367,0.7714802295267447,13.172303258337914,-28.97279979557569,14.832779790550488,0.6470741946457212,28.605097239315636,0.16435134722925238,1.9611738645253265,1.6021123884676016,0.7748883137281405,0.10117823355742414,-0.1944897174455828,-0.02333131900820673,1.1916259822211595,-370.25792481858156,0.7714802295267447
2006-02-01,661.0,-150.0,4.857733499080422,1.0902528675227763,0.917508611232587,-3.0816784434545386,1.3352270095111058,-0.1944897174455828,-333.6871889683127,9.741392406248428,224.5858617207526,-0.08082075927418797,5.608151828883101,-1.2030491778605268,4.518815140613077,0.7714802295267447,27.36623591460985,1.2296476942436074,14.344171457954797,0.6470741946457212,26.084501248831728,1.3718598485257472,1.9295642689521861,1.6021123884676016,0.7329857925944003,0.10352061480956895,-0.1944897174455828,-0.0217666460039313,1.9732268108857003,359.7716902171444,0.7714802295267447
2006-03-01,917.0,483.0,4.9225110342160034,1.0902528675227763,2.4550157805655504,1.5386232341263018,1.398951721067316,-0.1944897174455828,-29.688505730802937,-16.618416611473886,197.98522117264412,-0.08082075927418797,12.079500180332747,7.7989909216481745,4.980881004412159,0.7714802295267447,29.566873094691417,20.56112203681595,14.555991484354694,0.6470741946457212,25.471457611133275,0.7574091312620324,1.9513101116464422,1.6021123884676016,0.7641730535811591,0.12064025323322831,-0.1944897174455828,0.0462030167758084,1.9729568959214536,55.15996334193621,0.7714802295267447
2006-04-01,864.0,21.0,4.924708788705596,1.0902528675227763,2.2584072124427923,-0.23352943006076377,1.4031953890060016,-0.1944897174455828,329.21334889602616,11.559247411027007,196.75601417022378,-0.08082075927418797,5.402973580275527,0.6021236374580186,4.620507006666926,0.7714802295267447,44.84398952834765,4.349277102091098,14.222757477497334,0.6470741946457212,26.418015769150614,0.8883129431632497,1.8997115155699498,1.6021123884676016,0.75677226374977,0.12570482464455807,-0.1944897174455828,-0.017721526641870655,1.7013689999946051,-302.79533312687556,0.7714802295267447
2006-05-01,219.0,-258.0,4.916482255032343,1.0902528675227763,0.7422685211355251,-1.5754594344664308,1.4932457467966973,-0.1944897174455828,-517.9133442998193,-203.51851026413152,205.04253263406912,-0.08082075927418797,6.09980733591271,6.519976272700068,4.697018446830152,0.7714802295267447,43.52321709152438,6.728468102596774,14.202885433918174,0.6470741946457212,24.457384615938494,-1.1054152751336255,2.060666848818034,1.6021123884676016,0.7397675395168691,0.1365944466765065,-0.1944897174455828,-0.01341930004405667,1.784682961483183,542.3707289157578,0.7714802295267447
2006-06-01,597.0,180.0,4.895326500919241,1.0902528675227763,0.3474702816653741,-0.4567379240404845,1.5007733490813528,-0.1944897174455828,-150.25256632504303,-74.89596095456135,201.37254351437548,-0.08082075927418797,7.480717861550068,-2.75056679281116,4.598724327419744,0.7714802295267447,43.677078433532145,5.069951541870199,14.20360100054873,0.6470741946457212,24.99658634030151,2.4359248661643518,2.0672366564564766,1.6021123884676016,0.7279675521428656,0.14172758924699758,-0.1944897174455828,0.011187215104259463,1.531343176788575,175.24915266534455,0.7714802295267447
2006-07-01,-645.0,223.0,3.755763365545084,1.0902528675227763,-0.2752917185907644,-0.6422755154070758,1.513701841058255,-0.1944897174455828,-262.9273009893068,28.598090218058637,202.00611126275274,-0.08082075927418797,6.513772824335051,-2.2207166193198513,4.641321014667937,0.7714802295267447,51.64893459653539,15.67829208583782,14.525321170570537,0.6470741946457212,22.797125995502142,3.5653907432130927,1.8361617907878065,1.6021123884676016,0.7091957208630943,0.16145041726034912,-0.1944897174455828,-0.0018553759136659131,1.5310031862121773,285.72442698480893,0.7714802295267447
2006-08-01,1754.0,741.0,2.1584827963884474,1.0902528675227763,-0.7047019668861232,-0.26868232134810155,1.5142879857343088,-0.1944897174455828,-177.58476317103074,-181.756855171593,193.6370852856063,-0.08082075927418797,10.320921754619917,-1.5133532465010369,4.368395143448078,0.7714802295267447,35.317006742471825,-14.5842762189074,15.3736340412375,0.6470741946457212,24.807123506584226,3.4095209783977287,1.8982849432235618,1.6021123884676016,0.7185938422609118,0.1312594689765739,-0.1944897174455828,0.003735931940589743,1.014897031178912,202.39188667761496,0.7714802295267447
2006-09-01,1477.0,-207.0,2.2635356633258885,1.0902528675227763,-1.8075350334459062,0.4128057102837479,1.439876549300297,-0.1944897174455828,-129.0289988564784,-80.35968767126371,194.28517830819786,-0.08082075927418797,8.139403974137194,-3.0423683558689407,4.484528691173232,0.7714802295267447,44.04608658505651,7.404218919361161,15.38157138814347,0.6470741946457212,21.920090909392222,2.520390671868733,1.6554220055063733,1.6021123884676016,0.6943478229732432,0.14290165118567097,-0.1944897174455828,0.0068148803163184946,0.6522520108133476,150.94908976587064,0.7714802295267447
2006-10-01,2126.0,501.0,2.271946743813268,1.0902528675227763,-4.239581592690289,-0.31663728668940294,1.2337910057161594,-0.1944897174455828,-69.75460952077113,60.00154920328589,181.1281288158287,-0.08082075927418797,8.701940686495991,3.8446579298767602,4.515020287407552,0.7714802295267447,40.96123729748524,-4.499971220627453,15.474951347269783,0.6470741946457212,25.60831179935077,2.4397070389029496,1.505352362748214,1.6021123884676016,0.6979763863180296,0.1321087093999349,-0.1944897174455828,-0.0072944299697315085,0.6473281652802645,95.3629213201219,0.7714802295267447
